file_name,transcription
TEDX_M_100_SPA_0012,profesionales de salud doctores enfermeras trabajando en un isono unánime intento de rescatar al paciente de la enfermedad
TEDX_M_100_SPA_0013,algunas veces prolongando su final algunas veces infringiendo inadvertidamente sobre la dignidad
TEDX_M_100_SPA_0014,nunca en la historia de la humanidad hemos vivido tanto ni tan plenamente amo la vida velo por ella
TEDX_M_100_SPA_0015,pero esta longevidad no es a expensas de juventud esta longevidad no es a expensas de juventud
TEDX_M_100_SPA_0016,crecientes costos de salud llegando casi a un nivel insostenible no importarí­an si resultasen en satisfacción
TEDX_M_100_SPA_0017,al paciente y su familia pero estamos en los últimos lugares en la calidad de como morimos
TEDX_M_100_SPA_0018,si yo les fuera a preguntar a ustedes como les gustarí­a morir muchos dirí­an en casa dormidos
TEDX_M_100_SPA_0019,con familia amigos tranquilo suave tu estas esto algunas veces no sucede
TEDX_M_100_SPA_0020,también la manera en la que toamamos decisiones ha cambiado hemos pasado de un antiquí­sima dictadura medica
TEDX_M_100_SPA_0021,donde se hací­a lo que el doctor decí­a y ya así­ nos seguiamos
TEDX_M_100_SPA_0022,pasamos a un paternalismo médico a un presente reviro a una preferencia autónoma del paciente sobre todo pesado
TEDX_M_100_SPA_0023,y ahora encuentro un medio camino en desición compartida donde el médico y el paciente elgien la mejor opción para el individuo
TEDX_M_100_SPA_0024,y ha regresado un nuevo paternalismo donde el paciente opta por delegar poder
TEDX_M_100_SPA_0025,a un familiar o allegado en la toma de desiciones complejas difí­ciles pesadas excentandose
TEDX_M_100_SPA_0026,algunas veces sin siquiera haber dado dirección del rumbo que quisieran tomar al final de sus vidas
TEDX_M_100_SPA_0027,el subrogado el que decide por el querido opta por guardar silencio seguir la inercia terapéutica
TEDX_M_100_SPA_0028,opta por el tributo donde las ofrendas son gastrostomí­a traquiostomí­a nutrición para enterar el cuidados crí­ticos diálisis
TEDX_M_100_SPA_0029,muchas veces a sabiendas de que no tendrá un buen resultado
TEDX_M_100_SPA_0030,pero este ente singular alebrije llamado familia paciente no le importa el resultado como le importa al médico el resultado
TEDX_M_100_SPA_0031,ellos no estan pensando con sus mentes estan pensando con su corazón a ellos lo que les importa es el proceso
TEDX_M_100_SPA_0032,el tributo pero esto generas tres y recuerden quisieramos morir tranquilos en paz
TEDX_M_100_SPA_0033,el el hospital se teje en historias de sobrevivencia de resilencia fortitud
TEDX_M_100_SPA_0034,vidas bellas y largas pero toda historia tiene su final acá en este era de ciencia y conocimiento
TEDX_M_100_SPA_0035,entrelazada paradógicamente con una gran incertidumbre
TEDX_M_100_SPA_0036,con unformación ubicua no podemos pronosticar ni pedecir de manera certera el tiempo de nuestro final
TEDX_M_100_SPA_0037,nos agarra por sorpresa esta ineludible parte de nuestras vidas
TEDX_M_100_SPA_0038,presedentes legales han marcado la pauta
TEDX_M_100_SPA_0039,al final de la vida en circuntancias en especí­fico pero en general dirí­a que la mejor lección es que el gobierno y la polí­tica no debe involucrarse en este asunto
TEDX_M_100_SPA_0040,esto es para la sociedad para la comunidad y fiada por algunos de sus lí­deres
TEDX_M_100_SPA_0041,este es un tema complejo nos estamos poniendo de acuerdo aquí­ en estos foros
TEDX_M_100_SPA_0042,necesitamos hablar hablemos los momentos junsto antes del final
TEDX_M_100_SPA_0043,de nuestro final aun estan en nuestras manos y mentes que sean en acorde a como vivimos nuestras vidas ahora
TEDX_M_100_SPA_0044,mi apa murio a la semana pensandolo bien
TEDX_M_100_SPA_0045,creo que le hubiera gustado simplemente que estuvieramos ahí­
TEDX_M_100_SPA_0046,pa agarrarle la mano alinearle el cabello sus ojos cerrados
TEDX_M_100_SPA_0047,tranquilamente escuchando el llanto el solloso
TEDX_M_100_SPA_0048,y luego el silencio gracias
TEDX_M_101_SPA_0001,me encantan las pláticas de ted las tengo en podcast he visto muchí­simas pero de todas
TEDX_M_101_SPA_0002,ninguna de las que he visto o nadie o no he sabido de nadie que haya aceptado
TEDX_M_101_SPA_0003,que su plática haya sido inspirada por adolfo hitler
TEDX_M_101_SPA_0004,ahí­ esta esa ya parece si parece una persona que inspira más este no este ya parece más
TEDX_M_101_SPA_0005,y la importancia o su si se preguntan bueno porque inspirado por hitler pues radica en el contexto y es justo el tema
TEDX_M_101_SPA_0006,que hablaremos en este momento alguna vez un alemán me dijo esque nosotros en la escuela nos enseñan mucho a dudar
TEDX_M_101_SPA_0007,y a cuestionarnos osea desde la primaria tons nos ponen textos como de entrenamiento donde dice
TEDX_M_101_SPA_0008,y a lo lejos se escucho un sonido que parecí­a muy cercano así­ como que no no no haber preguntate porque si es eso si esta lejos
TEDX_M_101_SPA_0009,se escucha cercano y ya pues puedes igual encontrar que es una figura literaria que el el autor quizo decir eso o de que época surgió
TEDX_M_101_SPA_0010,este esa frase o porque lo escribió el autor tonces era preguntarse en méxico a penas vamos en la lectura de comprensión
TEDX_M_101_SPA_0011,todo esto viene porque en la época de hitler este hombre lo que hizo fue sacar de contexto muchas cosas
TEDX_M_101_SPA_0012,entre ellas una parte del himno alemán que decí­a alemania por sobre todas las cosas
TEDX_M_101_SPA_0013,pero la época en que se escribió ese himno alemania estaba dividido en muchos reinos entonces lo que buscaban era la unificación
TEDX_M_101_SPA_0014,pero ese señor llegó un con un discurso que pus más bien iba con cosa de supremací­a y todo eso entonces por eso decí­a alemania por sobre todas las cosas
TEDX_M_101_SPA_0015,bueno eso fue ya hace muchos años la importancia de esto es que hasta derivó en una guerra
TEDX_M_101_SPA_0016,que los alemanes todaví­a pues siguen este con esa huella y por eso en las escuelas llevan esa parte pero que tenemos en la actualidad
TEDX_M_101_SPA_0017,no necesitamos de un hombre que cambie o quite de contexto las cosas ni de unos cuantos medios tenemos a miles de personas y a miles de sitios
TEDX_M_101_SPA_0018,que estan subiendo lo que quieren en el momento que quieren que parece real pero bueno aquí­
TEDX_M_101_SPA_0019,e yo como periodista nosotros hemos tra luego trabajamos mucho con dos cosas una de ellas es la triangulación donde
TEDX_M_101_SPA_0020,ves una nota y pus verificas con otras fuentes para ver que tan cierto o no es o la segunda
TEDX_M_101_SPA_0021,que es que puedes finalmente custionarte y empezar a dudar tantito dar beneficio de duda te puede ayudar a mucho más y aquí­ va un ejemplo en dos mil doce
TEDX_M_101_SPA_0022,samsung perdió una demanda contra apple que le tení­a que pagar mil millones de dólares que le salió barato porque la demanda de apple era de dos mil millones pero bueno
TEDX_M_101_SPA_0023,y llegó la nota de que este a los pocos dias de que habí­a camión una pila larga de camiones hasta habí­a un meme
TEDX_M_101_SPA_0024,este afuera de las oficinas de apple porque samsung le iba a pagar con monedas de cinco centavos los mil millones
TEDX_M_101_SPA_0025,pero la verdad es que la nota estaba divertida habí­a memes de eso se viralizo en la india en estados unidos en europa salió la noticia de esto
TEDX_M_101_SPA_0026,lo divertido se acabó porque esto pus no era cierto pero muchos lugares lo tomaron por real hasta la fecha hay gente que me dice oye wiki que
TEDX_M_101_SPA_0027,si si es cierto que samsung que le pe que le pagó le digo no son mentiras triangulando pues si puedes empezar a ver de donde vino
TEDX_M_101_SPA_0028,de hecho me contaron que esa noche sonar sonó el teléfono a la madrugada en las oficinas de samsung méxico porque llamaban de corea
TEDX_M_101_SPA_0029,porque ellos si triangularon y descubrieron que la noticia habí­a venido de méxico
TEDX_M_101_SPA_0030,pues fue el de forma y lo quisieron a claro ellos abiertamente dicen que las noticias son falsas y lo único que buscan es hacer reí­r
TEDX_M_101_SPA_0031,pero en ese camino ues ya este varias gentes y si cayó siguiente ejemplo y viene también con apple resulta
TEDX_M_101_SPA_0032,que en dos mil trece sale el iphone cinco a la venta y res y a los pocos dias la noticia una mujer china se electrocuta mientras hablaba por su teléfono
TEDX_M_101_SPA_0033,aquí­ la onda era cuestionarnos finalmente que información teniamos no sabiamos si esa mujer
TEDX_M_101_SPA_0034,se acababa de salir de bañar se habí­a conectado el iphone a un diablito y por pus claro que se iba a electrocutar
TEDX_M_101_SPA_0035,despues supimos que el cargador que habí­a usado era pirata ya no supimos más
TEDX_M_101_SPA_0036,revisando un poco el contexto que fue lo que a mi me preguntaron pues vimos bueno apple apenas llegaba a china y eso fue un duro golpe para todas las empresas chinas
TEDX_M_101_SPA_0037,de venta de célulares por supuesto tonces algo así­ tan impactante con mala publicidad pues levanta algunas sospechas
TEDX_M_101_SPA_0038,al final pus ya lo obligaron a a apple a que si tu llevabas tu cargador pirata ellos te hací­an un descuento para
TEDX_M_101_SPA_0039,comprar un cargador que eso para apple bueno esta difí­cil pero se corto una flor de su jardí­n
TEDX_M_101_SPA_0040,esa fue la infomación que que tení­amos y lo que estamos viendo actualmente es que en las redes sociales sobre todo en facebook cada vez veo más
TEDX_M_101_SPA_0041,muchí­simos videos hay un video de una patineta voladora tambien es falso y mucha gente cayó en eso yo veí­a todo mundo que lo compartí­a
TEDX_M_101_SPA_0042,pues hay que cuestionarnos finalmente preguntar un poco más en el camino aquí­ es la buena noticia es que podemos tener diferentes aprendizajes
TEDX_M_101_SPA_0043,tanto de las cosas que estamos viendo como no caer en el problema que tuvieron los alemanes de una guerra
TEDX_M_101_SPA_0044,ven como ahora con el contexto cobra sentido que yo diga que esta plática esta inspirada en hitler
TEDX_M_101_SPA_0045,por favor ayundeme a compartir esta idea para que ni esta plática ni sus vidas esten fuera de contexto
TEDX_M_102_SPA_0001,aproximadamente ocho años trabajando en esto de los dibujos animados y en una de esas
TEDX_M_102_SPA_0002,e reuniones me invitaron a un evento donde donde estaba presente el presidente y tuve la necesidad de hacerle unas cuantas preguntas que
TEDX_M_102_SPA_0003,se condiseran impertinentes en ese momento e platicando con colegas tiempo después
TEDX_M_102_SPA_0004,pues tuve varias impresiones unas buenas otras malas respecto a ese suceso y me llamo la atención una plática con un colega de ese momento que me decí­a
TEDX_M_102_SPA_0005,no compadre lo que pasa es que pateaste el pesebre que lo no todos los que estamos en esta industria lo que queremos es hacer dinero
TEDX_M_102_SPA_0006,entonces me puse a pensar de verdad lo que queremos los que estamos en esta industria
TEDX_M_102_SPA_0007,es hacer dinero cuale es el propósito de los que nos dedicamos a la insdustria de la animación bueno esta idea de que la animación
TEDX_M_102_SPA_0008,como otros productos de cine televisión etcétera es un producto
TEDX_M_102_SPA_0009,no entonces como producto podemos hacer cosas por hacer cosas por envellecerlo por mejorarlo podemos llamar la atención
TEDX_M_102_SPA_0010,pasando del dos de al tres de del tres de al cuatro de podemos e hacer major mayor resolución mejores efectos especiales añadir más tencnologí­a
TEDX_M_102_SPA_0011,bueno seguramente lo hará más atractivo pero si realmente quieres conectar con la gente si realmente quieres que ese producto
TEDX_M_102_SPA_0012,sea e tenga un arraigo con las personas que tienes que hacer bueno lo que pasa es que uno que cuando esta interesado en esto empieza a estudiar
TEDX_M_102_SPA_0013,y empezamos a estudiar e pues uno encuentra manuales por ejemplo manuales de como escribir un quión como hacer una
TEDX_M_102_SPA_0014,como diseñar un mejor personaje estos manuales lo que estan haciendonos es diciendonos cual es la matriz cultural de donde vienen estos
TEDX_M_102_SPA_0015,estos productos e que es una matriz cultural se puede decir que es algo así­ como el a de ene
TEDX_M_102_SPA_0016,de las especies culturales un producto de televisión un género por ejemplo la telenovela procede de la matrix cultural del radio drama
TEDX_M_102_SPA_0017,del melodrama teatral y al mismo tiempo también de los folletines o novelas por entregas entonces estos estos matrices culturales
TEDX_M_102_SPA_0018,son ancestrales se pueden ir rastreando hasta siglos incluso milenios y lo que hacen los manuales es decirnos
TEDX_M_102_SPA_0019,como esta construida esa matriz cultural porque una historia por ejemplo tiene que tener
TEDX_M_102_SPA_0020,principio desarrollo y final porque siempre tiene que haber un conflicto porque tenemos que tener un personaje quel con el que se identifique la gente
TEDX_M_102_SPA_0021,e estas matrices culturales tienen un potencial el potencial es para reproducir o para transformar es decir si nosotros
TEDX_M_102_SPA_0022,somos capaces de e conectarnos con la matriz cultural porque esta matriz cultural no solamente es del prodcuto del género del que estamos hablando
TEDX_M_102_SPA_0023,sino es la que compartimos con la sociedad en la que se gesta este producto
TEDX_M_102_SPA_0024,entonces si conectamos con e la sociedad y con su matriz cultural podemos co e reproducir esos mismos esos mismos esquemas
TEDX_M_102_SPA_0025,pero también tiene la posibilidad de transformar si muy bien ji e bueno
TEDX_M_102_SPA_0026,dejemos esto de la matriz cultural por un momento y pensemos la animación porque es importante entonces la animación la animación
TEDX_M_102_SPA_0027,tiene un gran poder la animación es una técnica no un género y como técnica puede contar cosas o contar historias de cualquier género
TEDX_M_102_SPA_0028,puede contar cues cuestiones de drama comedia aventuras suspenso terror últimamente incluso hay documentales en animación
TEDX_M_102_SPA_0029,pero hay un género en el que la animación es especialmente apta y ese género se llama el género fantástico
